,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
198106,118.53,335.81,608.89,296.34,1643.13,129.5,248.08,313.68,471.66,97.77,250.61,281.7,1095.88,591.76,51.68,69.87,160.69,111.61,281.51,53.15,256.39,234.36,543.25,513.49,571.45,549.48,290.57,362.73,412.29,978.76,447.89,1505.96,86.11,99.71,751.92,83.89,223.76,181.15,444.49,353.41,288.64,94.76,199.34,165.79,254.32,256.94,48.05,182.01,76.47
198107,103.53,312.11,592.8,312.75,1687.04,106.2,212.44,293.4,454.01,94.39,221.92,200.3,923.21,594.63,50.95,70.42,150.54,123.67,254.8,87.06,247.3,182.79,539.77,451.35,429.83,532.97,150.76,399.75,361.51,687.8,486.84,1239.19,88.79,94.9,555.07,69.91,193.58,131.58,392.3,357.77,259.66,92.09,198.28,144.48,240.28,257.88,42.29,184.42,51.8
198108,103.06,303.63,646.09,309.05,1724.49,98.73,197.38,288.9,439.85,95.48,215.12,193.33,883.2,570.17,51.23,63.72,142.38,118.68,257.53,91.07,249.33,172.62,520.56,421.24,391.89,511.08,159.72,378.78,392.75,743.61,500.12,1255.78,84.86,91.19,530,68.76,187.78,128.64,377.98,342.27,247.49,88.59,193.76,135.31,230.97,244.42,41.22,180.77,51.15
198109,96.61,285.57,622.17,289.14,1613.62,95.81,181.35,275.96,410.16,90.97,186.35,171.62,827.54,530.18,46.3,59.1,133.05,113.48,236.43,85.55,231.43,165.64,469.38,372.34,332.78,466.61,171.93,290.29,343.01,691.74,491.17,1221.04,81.29,85.05,498.49,65.91,170.46,115.58,344.16,320.87,228.78,86.05,182.84,121.16,219.3,231.99,38.81,171.86,47.27
198110,93.97,274.89,622.51,286.91,1610.42,95.48,178.02,261.03,398.75,87.65,184.18,176.86,809.32,480.82,43.18,57.06,121.73,98.49,213.51,78.26,208.47,156.34,457.07,360.2,314.2,435.8,149.5,243.34,312.22,585.1,459.64,1254.96,79.09,77.98,481.38,60.43,165.16,108.48,320.72,304.23,215.37,79.57,178.03,117.23,216.72,231.22,35.31,164.99,43.01
198111,100.02,295.81,737.5,310.73,1700.05,106.24,198.42,283.23,403.56,88.6,211.35,193.51,860.62,508.95,46.11,61.15,122.23,96.62,215.17,89.71,216.57,164.3,416.63,385.35,349.24,467.69,139.42,254.37,354.03,640.09,478.83,1379.89,83.4,86.56,489.94,70.48,180.25,116.96,321.65,312.16,236.5,86.72,187.38,131.39,228.35,251.4,37.61,178.18,47.17
198112,103.5,300.32,735.81,319.09,1754.54,101.86,204.88,297.75,424.68,89.52,201.45,208.66,891.95,524.66,46.99,61.03,128.23,105.72,223.35,90.82,229.8,171.78,423.65,375.67,328.54,432.04,137.52,263.5,371.87,681.27,502.09,1393.06,88.8,89.84,499.55,66.35,183.52,112.76,360.13,331.68,247.03,88.37,187.49,138.19,239.5,266.07,39.71,189.17,48.33
198201,105.4,303.54,711.18,311.38,1643.41,102.58,199.99,286.77,417.27,86.72,189.6,206.19,891.22,509.78,45.54,61.36,125.53,103.44,216.84,91.39,224.06,170.66,436.81,373.73,336.93,431.4,125.23,247.74,349.15,637.7,486.23,1370.42,87.96,89.13,512.07,64.27,178.85,110.54,347.14,331.23,239.57,85.66,185.15,133.02,228.47,255.31,36.7,181.17,46.69
198202,97.1,304.69,695.38,316.84,1649.5,102.19,219.42,273.53,439.21,86.23,183.28,210.05,906.81,484.47,44.13,56.22,117.56,94.9,197.56,86.78,213.33,167.03,432.46,356.9,343.9,417.97,110.6,207.68,321.26,585.05,480.27,1379.44,85.06,84.62,548.73,64.7,173.91,115.12,328.75,326.7,231.03,83.7,187.7,135.82,227.22,255.87,35.2,174.37,44.91
198203,93.18,308.57,646.65,309.93,1580.38,92.89,208.92,268.7,422.72,82.57,173.43,194.41,893.91,445.63,43.81,53.87,110.73,85.24,186.05,80.61,197.23,158.9,413.22,333.84,312.82,417.94,100.32,189.42,279.46,494.68,473.45,1276.87,82.57,80.05,528.58,58.62,164.15,105.41,317.83,314.47,221.1,79.89,187.37,131.62,223.68,254.91,34.43,164.38,42.88
198204,88.11,313.68,689.73,323.44,1628.65,100.34,223.78,268.15,427.36,82.75,168.55,191.53,883.68,437.36,42.92,53.87,108.28,79.05,175.92,71.97,188.91,162.57,437.65,333.92,312.8,377.98,93.71,176.35,259.25,477.93,481.35,1300.73,83.59,76.19,502.9,54.91,163.12,103.15,308.84,312.53,225.15,79.26,197.81,142.12,223.39,243,34.14,153.91,42.75
198205,96.61,332.4,730.02,355.5,1744.87,108.13,227.97,281.38,441.9,89.17,186.03,207.18,942.66,463.73,44.05,59.36,111.68,79.86,178.53,74.74,188.98,173.18,459.85,350.86,355.21,405.51,91.24,177.16,266.35,499.52,496.73,1243.11,93.2,81.64,535.54,61.94,175.59,113.7,321.68,318.73,238.13,83.09,210.68,149.41,234.31,241.89,35.53,160.68,45.69
198206,90.88,321.51,714.84,335.94,1850.81,100.69,205.58,263.71,437.68,88.56,173.55,205.05,908.15,444.21,42.43,57.38,103.93,76.74,164.24,72.62,171.93,165.75,454.36,333.33,321.39,390.88,81.62,165.59,239.08,507.59,488.24,1205.72,84.27,78.7,502.98,58.88,163.7,109.23,298.39,302.34,196.67,81.52,204.21,146.41,216.29,225.75,35.06,152.57,43.64
198207,79.35,330.59,774.41,351.93,1890.75,95.01,187.71,259.8,436.04,91.79,142.4,188.61,852.02,436.54,38.27,56.37,101.98,71.76,153.81,59.11,153.7,155.05,488.41,326.45,332.6,364.9,65.42,139.55,226.11,401.75,495.59,1052.85,81.31,70.5,444.98,53.83,151.07,92.82,292.12,302.87,173.74,77.62,210.05,134.83,163.82,206.93,31.54,171.67,33.48
198208,74.88,328.35,843.59,405.29,1786.7,100.34,179.79,254.03,446.27,90.13,154.18,189.03,852.97,416.58,36.94,56.89,99.27,65.93,146.69,56.93,143.07,152.38,470.14,339.13,334.5,369.03,70.37,123.82,200.3,371.08,479.52,1065.28,80.68,70.77,465.58,48.63,151.04,91.41,281.1,300.64,163.21,76.22,212.56,134.41,157.85,198.83,30.53,167.76,33.58
198209,75.28,354.38,910.94,418.91,2010.9,108.12,183.58,288.19,503.57,99.94,184.61,217.05,939.7,478.52,38.71,61.87,113.69,77.96,164.52,57.51,160.45,174.16,538.26,414.32,381.39,472.05,101.67,139.37,220.61,405.48,530.77,1179.84,92.01,78.24,523.39,58.46,166.52,109.21,322.69,359.07,182.44,88.32,236.48,151.65,175.37,214.56,34.12,189.39,35.57
198210,81.03,360.82,954.4,385.96,2089.76,109.66,187.03,313.32,503.22,110.46,189.76,212.76,977.64,475.42,40.02,63.23,115.93,79.44,155.56,54.23,154.52,172.08,544.2,415.94,372.82,465.24,110.06,138.64,214.05,415.68,532.16,1213.49,98.39,82.49,539.76,64.6,166.22,108.41,317.12,365.98,179.58,92,249.59,154.94,188.5,233.03,34.98,198.77,36.77
198211,89.74,396.25,971.37,412.83,2337.94,133.88,226.03,373.66,561.87,125.85,221.99,230.59,1045.85,538.36,44.63,73.72,137.17,100.37,171.01,59.47,172.79,202.94,638.12,483.36,379.41,534.77,134.3,153.01,232.95,438.08,553.71,1311.52,110.16,95.4,620.16,86.1,199.19,127.57,372.71,413.58,214.17,109.02,294.61,173.89,228.75,261.2,43.15,224.65,43.26
198212,93.56,409.44,1031.28,439.08,2279.21,148.94,238.81,417.86,610.99,137.86,248.68,252.7,1072.3,550.93,48.35,76.23,153.13,113.98,180.09,61.09,182.37,216.15,686.4,501.03,364.42,563.93,150.49,150.47,230.71,406.82,548.87,1391.69,120.33,106.87,679.82,92.7,216.86,146.93,392.07,431.43,238.05,120.99,328.54,184.74,242.88,281.12,50.66,236.06,47.57
198301,97.24,425.91,1104.08,421.56,2260.18,135.95,199.72,432.15,602.92,138.37,257.81,260.33,1066.27,543.06,49.58,79.43,160.63,111.73,192.33,63.83,190.85,219.3,726.75,528.52,378.16,538.7,185.15,159.62,233.09,436.89,567.59,1400.71,119.19,108.94,718.56,85.49,214.22,148.89,405.41,438.97,235.83,121.3,320.84,181.68,234.22,267.65,51.74,230.6,48.57
198302,98,424.66,1069.72,427.59,2222.39,152.39,201.34,414.72,627.96,135.73,249.64,264.52,1111.69,591.77,52.77,82.47,164.62,119.1,209.7,67.12,198.65,232.42,743.54,527.95,426.86,547.9,227.47,183.78,248.82,457.14,585.04,1574.46,121.75,115.51,773.44,104.52,233.34,164.46,413.85,441.18,251.25,127.51,324.14,183.61,239.1,263.02,53.59,231.3,52.09
198303,105.23,427.32,1070.28,469.54,2255.78,171.43,214.75,445.73,653.85,148.54,281.22,273.02,1128.01,612.07,58.72,87.06,174.29,113.23,217.25,66.64,196.52,243.46,742.27,556.31,457.75,557.67,176.5,171.76,228.71,449.61,588.15,1544.77,130.49,125.39,789.67,103.9,243.13,174.81,444.42,462.21,265.2,138.35,350.03,202.82,253.79,283.75,57.22,241.26,54.51
198304,109.25,447.77,1132.9,521.03,2372.85,155.16,220.39,489.89,654.55,167.64,328.72,285.22,1161.48,616.74,63.55,93.87,185.37,121.3,223.27,70.59,196.98,238.65,735.07,594.75,462.2,590.31,184.95,176.24,226.58,483.72,585.22,1577.2,132.03,128.33,804.35,108.37,246.99,168.03,454.59,474,269.44,143.85,386.61,211.15,274.07,304.62,63.87,255.8,54.75
198305,105.62,474,1179.43,547.55,2480.68,160.26,234.57,533.32,698.05,181.97,343.5,297.93,1222.96,670.12,67.38,99.54,191.74,133.01,229.93,72.83,208.11,240.61,851.78,624.97,525.08,670.28,205.87,196.38,232.37,534.96,603.86,1691.75,148.28,137.03,909.08,114.51,260.81,166.02,490.48,512.08,285.85,154.13,425.55,228.67,306.55,320.35,69.2,282.53,59.28
198306,108.7,478.36,1125.45,525.51,2341.03,178.75,245.13,531.68,654.5,184.27,344.64,294.13,1171.05,703.08,71.43,101.52,196.53,140.47,250.92,79.52,218.66,256.02,834.54,624.64,543.38,705.02,232.69,213.41,258.26,541.07,612.2,1667.93,145.7,141.81,913.05,125.65,277.45,185.34,505.07,521.51,297.56,157.25,425.71,236.07,311.49,315.18,72.95,287.17,63.55
198307,96.97,485.75,1110.62,448.37,2128.24,199,209.2,516.75,619.04,188.02,334.33,280.92,977.73,701.04,72.65,105.15,188.06,132.16,259.98,80.67,222.76,255.39,951.74,667.56,494.18,695.68,169.67,208.27,272.26,537.59,640.04,1424.68,119.59,151.02,817.93,138.91,249.44,201.96,469.2,498.63,311.41,154.43,443.64,215.5,255.51,521.51,63.03,245.88,64.67
198308,102.73,477.72,1049.44,442.21,2152.93,194.95,188.8,495.24,579.93,177.15,312.26,256.29,942.04,700.37,72.57,101.12,182.48,124.64,260.61,86.6,215.59,236.76,930.88,627.51,485.46,692.46,167.1,214.1,268.01,535.53,645.8,1373.05,114.71,140.25,786.92,122.94,239.13,188.02,464.98,494.12,300.8,144.55,435.22,203.41,247.15,484.51,60.42,246.42,63.3
198309,99.63,481.09,1109.56,459.75,2257.35,199.82,180.44,483.83,569.22,165.15,296.7,246.25,943.41,761.56,69.33,100.47,174.6,117.71,275.88,78.96,212.27,230.13,897.12,612.95,444.15,670.81,172.53,214.77,269.94,574.76,649.16,1401.79,113.61,136.74,788.89,118.95,233.83,188.29,471.07,485.28,292.4,141.23,409.98,202.95,251.61,500.47,52.81,246.01,59.52
198310,100.39,510.58,1120.12,485.99,2437.97,204.01,184.62,501.8,592.27,166.52,289.7,250.71,961.14,757.75,70.82,102.12,181.64,119.03,270.16,79.47,220.64,237.72,938.54,636.48,507.46,707.62,144.74,205.15,280.26,550.35,679.14,1434.55,113.59,140.11,824.51,123.08,237.06,185.3,477.48,509.86,295.99,145.24,417.8,210.09,257.25,507.84,55.18,249.35,60.98
198311,95.92,530.24,1150.63,474,2496.58,197.67,176.45,475.91,583.79,158.49,257.05,238.47,966.37,734.73,67.34,97.73,175.75,105.64,258.49,75.68,209.64,231.27,954.62,612.34,506.33,696.52,125.47,183.24,260.86,539.97,695.92,1359.44,108.17,127.67,789.51,104.72,221.68,163.1,474.16,518.94,300.55,138.79,413.36,203.41,239.48,500.02,52.55,244.38,56.11
198312,99.98,539.67,1222.8,452.28,2504.12,206.69,176.28,486.23,632.47,161.69,252.73,231.24,930.77,747.38,67.61,107.65,189.06,112.49,282.42,76.87,221.97,255.37,949.67,674.71,536.75,716.32,147.75,193.32,268.22,544.39,674.65,1401.18,116.19,133.57,772.48,114.12,239.74,180.55,531.09,536.1,304.5,145.94,432.27,217.93,257.35,525.29,55.07,242.84,58.6
198401,101.07,539.27,1206.47,438.25,2577.12,204.16,192.26,475.32,633.36,157.6,251.07,225.39,887.48,722.88,68.13,105.22,186.65,110.26,285.17,79.25,225.47,257.44,983.92,662.63,535.88,691.91,144.82,189.37,250.93,568.45,644.27,1358,118.71,131.05,791.06,108.92,233.68,186.59,519.15,525.97,302.03,143.93,412.58,207.74,259.12,513.45,53.64,241.85,56.81
198402,99.32,561.81,1355.73,431.9,2703.25,187.56,195.17,453.15,596.46,145.96,262.52,212.65,901.18,691.16,68.76,102.4,179.59,109.11,279.15,77.49,222.14,247.79,952.59,653.31,497.35,658.59,143.37,192.69,253.04,599.8,649.45,1413.14,110.33,122.68,745.81,94.44,218.32,177,488.89,521.12,288.92,140.84,387.61,200.7,268.72,491.93,53.06,242.2,54.03
198403,92.37,529.19,1363.07,395.7,2477.57,176.13,177.47,413.67,565.64,144.61,251.19,198,893.11,637.29,64.25,88.73,165.76,105.43,256.28,71.97,204.74,228.88,881.16,605.51,459.84,582.84,163.12,195.71,239.89,628.21,621.46,1359.71,103.16,115.19,709.01,86.82,201.48,161.27,460.33,512.91,266.77,134.19,370.65,188.86,250.49,481.73,49.05,229.7,51.25
198404,95.74,535.65,1428.29,390.48,2419.36,184.16,200.63,440.24,581.85,144.68,255.07,192.23,886.57,673.54,66.1,88.03,173.2,108.91,277.27,75.35,213.98,227.7,859.4,581.18,447.52,604.12,163.05,209.82,245.11,633.11,614.56,1310.83,103.24,117.95,723.63,82.9,204.14,166.27,498.13,511.12,273.24,137.98,373.68,198.2,245.8,514.19,50.73,233.07,51.12
198405,92,541.23,1451.28,393.12,2379.24,197.49,188.11,450.15,583.81,145.23,281.31,198.42,908.63,680.29,67.13,85.92,171.08,105.22,261.04,76.57,210.35,234.28,867.88,586.41,479.96,620.36,151.31,202.25,250.33,661.32,608.35,1339.02,102.33,116.82,727.23,74.79,203.37,163.09,489.15,524.74,262.6,137.59,377.62,196.48,244.43,494.57,50.03,233.45,50.94
198406,87.6,525,1452.53,414.87,2348.75,177.79,183.84,433.85,574.17,138.86,268.96,170.44,856.83,629.11,62.39,82.22,157.21,93.86,235.57,77.41,193.77,213.19,805.69,574.1,444.22,566.14,145.19,189.26,240.31,585.53,596.57,1341.11,98.8,112.43,685.57,67.64,193.05,154.87,439.02,506.66,249.41,128.1,358.88,191.48,219.71,451.66,48.95,221.66,48.48
198407,71.24,492.21,1636.06,334.04,2427.95,160.21,159.72,442.24,531.65,130.26,173.66,133.31,678.43,568.72,64.44,80.69,151.4,83.34,234.57,75.12,188.15,178.08,771.6,598.22,438.29,438.84,115.67,156.27,222.35,513.79,605.96,717.05,96.92,96.36,552.6,58.63,166.13,137.04,425.43,520.15,218.14,118.31,332.84,159.98,186.95,387.07,44.16,250.37,45.68
198408,70.68,478.16,1687.6,327.04,2782.9,163.44,153.8,440.88,536.92,123.11,175.17,130.93,641.19,554.75,61.05,73.59,147.69,81.5,212.45,69.38,178.27,173.1,801.72,621.91,438.56,458.1,95.08,136.37,201.24,476.53,605.47,736.9,99.6,88.61,556.3,49.94,158.02,132.47,447.31,510.72,213.82,114.12,335.64,156.73,188.04,377.7,42.72,244.92,44.75
198409,80.84,518.85,1728.41,342.86,3033.06,192.87,163.69,483.99,578.52,135.92,207.83,149.12,686.97,625.75,66.69,79.42,166.7,88.84,247.54,78.14,201.35,198.56,871.41,726.82,521.44,510.3,108.23,168.01,225.47,554.92,647.62,785.44,114.55,99.91,625.85,60.34,184.05,149.22,492.39,563.02,240.15,132.98,366.93,169.73,206.34,432.36,47.07,270.39,50.9
198410,77.81,533.63,1770.4,344.26,3137.7,174.09,171.37,472.41,567.18,133.45,190.84,145.44,664.57,605.09,65.36,78.16,167.36,92.88,241.5,75.47,197.91,190.09,904.01,709,498.25,486.07,118.74,160.26,224.63,557.09,674.11,809.08,113.61,97.66,624.23,57.53,163.61,139.41,468.02,541.43,242.72,133.65,369.55,167.66,217.86,442.96,47.84,276.59,51.7
198411,76.28,546.51,1826.47,360.54,3230.22,172.27,174.33,468.87,574.06,127.87,190.04,144.42,683.77,595.47,66.74,79.1,168.65,94.04,241.91,75.1,191.88,191.34,921.55,750.7,525,573.14,109.1,147.9,204.73,545.25,691.61,810.45,113.65,96.7,620.49,54.88,161.43,136.68,456.13,502.8,248.61,134.42,364.79,169.24,219.34,453.64,48.94,278.54,51.13
198412,82.38,555.35,1757.54,359.61,3267.35,160.04,174,468.72,569.15,124.59,177.84,148.91,691.53,587.63,65.51,80.37,169.35,92.46,238.22,71.53,187.55,183.67,886.19,716.25,535.2,569.54,110.98,154.14,211.29,544.76,706.23,807.5,106.12,94.06,603.65,53.04,153.32,128.19,460.91,490.85,243.48,132.34,350.71,162.06,220.87,455.52,47.83,278.68,49.02
198501,92.8,551.56,1764.61,386.21,3307.47,164.81,180.45,488.78,587.97,124.16,185.08,149.8,715.52,589.16,65.55,82.15,175.41,90.86,243.13,69.61,189.22,191.82,925.08,744.93,641.23,611.55,99.05,147.87,201.04,548.65,719.2,839.77,109.38,96.19,622.44,55.93,157.38,131.92,474.96,511.07,254.75,139.71,349.91,161.19,234.32,486.41,49.32,288.75,50.88
198502,95.11,559.87,1725.34,403.6,3374.71,182.75,213.38,549.62,636.01,139.04,216.73,164.86,755.02,636.87,73.81,88.69,195.15,108.66,271.04,76.9,211.47,219.53,1005.86,819.7,706.03,580.43,112.65,167.75,218.13,585.45,732.12,897.86,124.65,108.65,696.07,69,178.2,149.81,502.17,550.15,281.96,163.28,396.98,180.2,256.86,533.8,54.99,312.02,58.29
198503,100.4,589.53,1847.46,406.31,3690.16,180.38,225.69,555.97,648.64,143.03,233.4,171.15,775.44,639.74,74.13,92.61,196.48,109.54,269.03,76.49,211.73,216.12,981.31,870.81,720.67,602.25,106.27,165.13,215.67,609.52,743.61,932.53,126.61,113.46,680.69,72.5,174.94,147.51,503.44,545.87,288.89,163.37,406.07,187.36,257.71,562.46,54.5,316.66,60.39
198504,101.29,621.5,2046.79,424.33,3787.08,175.84,231.84,581.07,628.13,149.17,235.44,174.81,807.21,623.47,71.89,88.97,186.77,105.99,259.65,75.87,203.8,204.41,932.11,867.23,682.46,564,128.75,167.86,206.97,619.65,782.68,975.87,124.33,111.63,644.02,68.14,172.44,136.11,485.99,543.1,281.54,163.76,408.05,190.49,261.74,558.62,52.76,317.05,60.63
198505,105.35,613.77,2009.9,453.2,3479.16,171.48,236.24,589.97,616.75,148.92,224.78,171.49,797.45,627.61,70.17,87.61,182.09,105.42,243.36,73.95,196.64,202.75,890.32,848.33,618.95,545.26,124.46,170.98,201.97,650.45,783.06,992.83,123.86,110.59,628.97,65.12,163.81,130.15,491.34,550.67,274.1,163.66,413.71,194.67,269.27,585.64,51.49,325.68,61.27
198506,111.87,706.3,2072.25,488.41,3458.23,184.79,239.84,630.51,641.86,162.88,253,184.79,880.47,678.87,75.68,90.61,196.4,110.18,246.42,72.28,204.19,218.41,976.3,923.22,654.67,665.62,126.37,171.87,211.6,596.84,818.27,1057.53,135.46,116.46,655.09,67.26,167.58,135.93,527.63,553.08,306.53,173.99,461.76,208.88,284.96,627.11,53.88,347.76,64.92
198507,104.23,664.82,1863.88,500.79,3406.95,173.32,204.31,619.64,591.57,161.81,229.59,166.13,786.98,673.91,71.23,88.6,199.38,101.69,271.56,55.36,196.37,207.48,989.41,877.03,602.17,621.29,118.91,164.27,201.96,479.63,866.69,937.88,123.61,114.94,595.26,64.76,163.3,130.11,550.18,572.12,294.59,140.13,430.25,191.59,251.24,597.19,55.71,349.45,68.41
198508,112.07,632.35,1873.76,506.19,3229.2,173.65,204.44,597.68,606.04,166,222.1,169.91,790.06,724.65,73.29,91.5,207.29,106.13,292.37,57.03,203.76,218.03,998.12,918.5,615.54,647.45,134.49,182.52,209.33,481.26,821.67,899.82,127.67,117.76,635.34,65.49,168.96,139.03,573.62,605.66,299.73,141.46,408.16,192.15,247.82,588.27,58.04,345.11,72.8
198509,109.71,594.15,1885.17,513.18,3589.45,177.6,215.34,584.65,589.83,145.94,207.28,174.24,787.55,710.73,72.49,92.15,201.9,103.67,289.59,53.99,198.22,217.71,933.26,909.92,626.32,623.74,140.53,177.86,211.63,489.66,829.87,909.47,128.16,117.96,624.3,60.27,166.4,131.97,571.15,595.01,294.4,140.47,406.63,188.29,247.79,579.01,57.57,344.61,74.41
198510,100.26,637.26,1864.97,508.61,3355.69,163.51,217.9,551.35,573.07,140.63,182.96,167.44,754.14,684.57,70.82,92.02,194.01,95.91,276.25,53.5,189.99,212.4,924.02,839.12,565.07,587.31,126.73,160.01,211.98,495.7,783.77,866.03,120.28,111.44,607.44,56.19,156.41,122.47,555.83,588.22,274.69,135.58,392.72,180.36,230.94,551.69,56.57,330.56,69.14
198511,103.69,588.2,1937.51,536.57,3308.99,156.95,240.3,568.25,601.81,152.26,175.37,146.1,779.16,718.25,71.28,96.21,202.73,95.31,267.37,53.92,195.18,224.28,936.86,845.59,528.81,591.22,128.11,155.39,216.37,531.94,828.53,916.21,125.7,118.06,639.8,58.02,159.62,119.8,565.19,614.12,280.22,144.06,424.6,189.09,253.97,597.6,58.39,351.45,74.61
198512,108.23,650.77,2186.09,547.42,3614.16,177.03,251.21,606.95,665.1,168.01,183.51,161.2,872.43,763.4,76.37,99.91,221.34,103.89,282.66,55.05,209.96,239.72,1003.99,916.99,569.13,635.23,132.38,165.25,220.1,528.73,852.86,1022.86,138.24,127.64,698.62,65.54,171.17,133.97,609.32,666.58,297.93,160.82,457.89,207.81,272.44,661.64,60.9,376.41,82.74
198601,127.03,662.65,2249.18,614.89,3949.1,187.44,265.45,649.52,703.96,168.42,194.24,172.08,914.01,821.3,80.43,107.31,233.83,107.11,292.06,57.88,217.26,247.04,1057.84,946.78,573.21,667.06,125.9,161.21,213.12,525.4,893.11,1048.78,143.04,134.06,769.32,71.5,184.45,141.56,639.43,696.13,304.66,171.62,478.4,215.63,290.73,676.71,61.63,398.36,93.2
198602,137.39,676.49,2221.26,608.42,4158.92,195.52,273.33,654.57,701.13,178.99,188.05,177.01,938.22,835.4,85.56,110.16,235.51,109.31,299.97,58.8,222.74,247.4,1106.29,940.96,589.19,659.63,141.79,159.98,207.77,486.05,922.78,1003.41,146.01,136.04,760.59,70.94,187.05,146.2,682.98,707.85,326.2,177.03,487.57,220.85,298.41,719.71,63.29,409.24,98.75
198603,156.56,739.55,2480.78,690.51,4648.33,217.53,282.17,748.54,778.2,196.07,195.58,177.92,1028.47,941.87,94.22,121.14,265.08,124.38,314.8,63.51,244.22,267.91,1217.34,1056.67,636.4,693.78,127.98,156.6,201.83,492.64,979.18,1085.74,157.42,147,785.98,77.12,203.99,160.63,742.25,777.86,348.86,192.51,525.41,246.04,334.12,779.12,68.95,443.07,112.04
198604,167.46,827.88,2738.5,807.18,5160.27,225.22,300.99,786.43,825.01,207.41,212.82,199.41,1175.68,1002.79,99.88,132.76,285.57,141.94,326.82,67.22,256.8,280.94,1346.71,1119.37,681.03,711.76,118.32,165.85,225.43,511.7,1007.59,1134.36,165.56,156.96,785.34,75.93,206.05,159.54,772.17,822.3,359.75,208.41,574.17,263.2,358.77,832.08,78.12,455.74,120.1
198605,176.62,834.2,2863.62,783.79,5348.36,239.91,331.59,774.79,810.87,200.03,212.27,217.04,1196.27,1027.86,102.92,130.07,280.14,140.79,308.56,66.67,254.58,283.9,1240,1111.59,639.2,733.22,106.7,161.16,214.23,526.97,968.67,1175.21,170.24,160.76,815.4,85.83,213.22,164.91,750.81,814.5,353.25,214.42,566.84,277.6,357.71,798.52,79.07,441.81,117.76
198606,178.14,903.57,3088.51,834.61,5864.06,247.2,350.99,874.26,859.63,219.5,218.65,232.2,1301.77,1083.21,109.5,135.18,297.94,148.51,313.58,67.56,256.52,287.27,1285.83,1130.91,653.93,771.05,107.7,168.11,216.54,574.06,999.46,1246.87,168.05,170.19,824.04,90.55,194.11,169.96,793.92,852.79,361.28,227.1,632.51,291.44,374.71,842.95,76.44,467.51,126.15
198607,156.69,802.21,2870.38,839.44,4881.49,208.8,283.38,808.63,840,226.66,183.92,207.62,1029.49,899.48,97.39,168.3,268.6,134.28,339.69,87.2,202.45,182.04,1123.77,1170.21,639.8,615.37,121.38,202.7,146.21,505.45,1033.01,1160.48,172.1,169,632.34,66.52,198.7,169.65,760.42,644.36,348.45,149.36,537.38,268.68,283.92,772.22,140.92,513.92,280.13
198608,136.54,789.91,2664.98,811.64,4749.72,194.09,242.49,758.03,776.22,206.42,170.87,192.09,981.6,834.7,89.06,155.04,251.02,96.72,287.77,79.52,185.54,169.04,1026.47,1068.58,580.68,543.56,132.87,183.19,141.02,491.68,1081.68,1120.35,156.96,153.32,591.56,58.64,178.92,158.09,713.8,628.16,310.97,134.96,489.02,238.2,267.83,739.01,131.33,489.65,265.58
198609,138.66,838.11,2689.09,794.57,4948.31,214.41,243.91,776.06,813.46,213.34,177.58,205.33,1021.2,884,90.84,156.43,277.91,101.92,314.43,80.22,197.81,184.24,1095.29,1212.78,605.07,598.7,153.52,212.29,165.6,577.01,1165.79,1196.07,172.52,158.87,614.17,62.24,191.77,178.25,781.16,660.97,328.39,138.46,499.71,244.4,287.8,798.9,130.56,523.54,291.58
198610,126.97,736.71,2570.89,727.61,4367,200.94,221.31,695.07,742.97,192.03,166.22,185.57,885.92,834.79,80.13,145.88,263.41,99.12,338.4,80.89,180.2,172.19,1018.33,1115.12,573.22,567.57,170.2,216.78,157.87,579.71,1048.67,1087.68,167.33,143.43,584.37,57.56,177.6,155.11,721.34,616.23,336.05,129.26,453.33,224.41,258.95,706.24,121.6,471.87,259.07
198611,124,841.37,2765.83,785.25,4826.27,206.94,260.66,748.65,814.39,215.52,176.62,200.45,970.54,904.22,87.66,153.7,282.45,98.36,351.31,81.81,177.31,180.59,1106.71,1132.62,581.98,553.38,178.83,222,170.1,608.09,1099.38,1147.05,179.59,153.23,569.16,65.73,190,164.86,765.85,652.04,354.71,137.78,483.92,239.23,264.92,722.07,129.18,495.36,294.9
198612,123.84,854.16,2766.02,820.88,4821.98,207.44,254.89,750.65,876.36,216.68,168.93,196.82,994.55,948.77,92.27,166.62,283.74,92.46,325.36,62.85,181.75,190.49,1141.33,1158.46,690.32,577.24,196.07,222.58,173.58,644.77,1104.26,1205.13,184.07,157.22,596.04,69.12,197.13,177.72,801.71,671.82,352.04,141.73,482.99,244.08,264.63,707.42,126.46,495.12,302.51
198701,119.46,828.42,2762.1,801.85,4655,195.46,245.05,738.07,881.42,202.9,157.67,194.11,996.38,921.39,90.72,145.29,278.4,89.76,316.86,59.66,183.64,181.49,1086.88,1120.25,639.42,494.83,189.4,221.84,165.16,643.08,1061.23,1179.15,183.46,156.39,572.16,67.85,192.09,161.64,796.95,700.88,333.3,134.59,452.65,238.08,263.17,709.85,124.39,482.15,292.75
