,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
196403,41.03,190.36,178.53,118.21,269.79,63.73,38.96,60.89,325.79,30.44,-99.99,135.68,435.54,425.55,11.83,46.6,79.26,16.34,194.72,75.4,89.42,63.36,519.93,98.51,92.15,190.47,32.73,68.87,128.62,646.38,413.37,1967.55,24.66,53.59,947.45,-99.99,107.48,36.71,188.04,297.22,134.59,21.41,148.15,26.53,108.15,257.84,25.21,123.66,75.39
196404,39.65,192.03,189.2,125.79,297.4,65.92,39.13,59.8,332.13,30.66,-99.99,129.82,427.52,436.31,12.51,46.72,83.45,17.16,207.93,84.17,95.54,65.47,523.61,100.11,93.4,194.36,33.96,73.55,125.74,655.43,409.27,2038.85,23.73,55.13,972.38,-99.99,113.61,36.98,192.8,295.79,140.25,22.8,151.39,27.49,108.5,254.65,25.21,125.32,69.65
196405,39.73,188.42,193.21,123.65,302.83,62.15,38.34,60.78,330.09,30.45,-99.99,122.8,422.79,431.06,12.71,47.45,82.89,17.19,202.64,79.64,95.84,63.52,538.47,95.37,92.09,176.77,33.99,85.77,120.03,682.72,412.56,2055.78,22.76,55.93,937.72,-99.99,110.07,37.24,190.99,290.67,138.33,22.78,156.94,27.99,106.21,252.05,24.21,125.67,71.01
196406,40.32,193.57,195.84,125,299.4,58.33,38.34,61.43,336.88,30.93,-99.99,123.48,423.49,439.02,14.15,50.03,82.68,17.61,203.76,78.99,98.07,62.51,545.59,101.54,93.81,172.91,33.71,86.49,120.63,699.85,414.63,2035.61,19.96,55.84,980.36,-99.99,107.4,37.26,187.92,287.72,145.81,22.69,163.05,27.86,105.15,249.91,23.77,126.5,70.18
196407,43.56,193.04,200.67,97.23,298.23,53.83,37.76,81.77,322.14,32.85,-99.99,120.15,445.14,394.09,15.56,43.22,80.6,16.79,203.52,88.22,97.37,58.19,546.07,101.82,95.94,166.18,33.12,86.29,128.15,681.01,414.59,2108.33,20.26,53.26,864.72,-99.99,104.04,37.7,222.62,292.8,150.81,21.8,160.53,31.62,101.14,261.51,22.53,126.81,19.57
196408,43.52,194.38,207.09,104.8,299.46,53.73,38.21,81.89,324.2,34.09,-99.99,122.63,467.1,402.56,14.49,45.59,81.64,16.9,204.61,90.17,99.06,62.55,577.66,106.46,105.06,169.61,34.77,88.09,129.88,703.26,433.98,2065.94,19.98,54.34,841.12,-99.99,104.28,37.13,224.22,293.13,150.2,22.31,161.39,31.91,101.82,273.63,23.97,127.92,20.34
196409,45.22,191.63,202.08,102.49,316.6,50.35,38.77,80.87,318.88,33.7,-99.99,121.23,444.33,391.46,14.3,45.02,80.87,17.1,203.15,88.95,98.75,66.11,585.4,111.86,102.52,172.27,35.41,87.57,128.71,685.59,432.52,2021.59,20.69,55.01,810.09,-99.99,102.01,37.33,218.68,285.59,140.88,21.2,162.64,30.7,99.23,263.32,23.1,129,20.2
196410,43.78,195.64,202.15,103.71,309.7,53.8,39.1,82.1,336.39,34.9,-99.99,124.84,455.82,412.05,14.79,46.9,80.48,17.65,214.04,94.5,101.64,68.64,612.68,117.62,105.82,178.52,41.46,95.5,135.27,711.04,439.55,1997.73,22.8,55.28,808.6,-99.99,106.32,38.29,239.88,286.21,145.6,21.63,168.18,31.76,100.84,265.19,23.3,137.02,20.95
196411,47.28,193.7,196.14,106.07,303.32,55.01,38.29,84.15,336.31,35.03,-99.99,125.93,469.37,415.6,14.97,50.29,82.18,17.44,208.21,96.44,104.5,72.74,612,116.69,110.22,176.52,40.64,96.1,135.25,739.06,442.76,1979.87,22.74,56.39,787.17,-99.99,109.05,39.13,245.39,296.3,152.66,21.91,171.74,33.59,98.65,260.18,23.44,137.8,20.9
196412,48.93,194.85,200.02,104.03,295.32,53.47,37.99,85.34,338.66,36.57,-99.99,131.09,476.4,422.71,14.77,50.21,81.1,17.61,198.12,99.07,106.4,72.92,596.63,116.84,109.62,176.55,42.42,94.87,136.04,760.22,447.34,1923.79,23.54,55.24,772.68,-99.99,113.52,40.72,235.79,288.88,147,22.26,176.77,33.88,97.03,265.22,22.75,135.18,22.02
196501,47.83,196.41,203.6,103.52,281.23,52.67,37.24,87.1,340.05,36.33,-99.99,137.49,495.93,428.79,14.73,50.4,81.24,17.42,194.4,94.5,103.18,70.8,609.43,117.65,104.7,165.34,45.78,91.34,138.15,772.32,448.44,1980.73,22.65,54.4,765.11,-99.99,114.47,44.13,233.75,281.84,143.06,22.25,177.58,33.62,97.99,266.68,22.67,131.61,21.54
196502,52.81,204.34,221.66,115.96,296.34,58.99,40.04,95.87,362.07,39.33,-99.99,143.8,535.02,452.89,16.23,54.61,85.58,18.27,203.91,100.59,107.91,77.68,626.75,121.17,107.4,168.06,43.18,102.26,143.2,779.02,465.2,1985.72,24.89,57.61,838.38,-99.99,117.31,47.75,244.69,307.04,150.51,23.48,184.53,36.79,99.88,272.86,24.06,135.23,24.04
196503,54.53,205.26,229.7,117.56,293.53,63.04,40.69,96.35,376.24,41.79,-99.99,147.26,546.13,455.02,16.26,55.34,87.93,19.13,210.78,115.29,113.61,81.36,615.87,126.78,106.14,183.69,43.86,107.32,141.96,747.44,465.87,1989.19,24.48,61.94,894.52,-99.99,119.39,48.54,245.15,303.79,159.13,24.13,186.54,37.84,102.04,274.35,24.8,134.99,24.12
196504,57.93,202.3,222.03,117.95,290.14,65.66,41.76,97.4,367.95,42.03,-99.99,148.07,539.63,440.84,16.34,55.71,87.93,18.69,212.82,107.3,110.65,80.65,626.49,127.33,114.01,193.16,44.58,105.86,141.47,723.9,462.21,1953.01,25.32,64.75,886.05,-99.99,120.05,47.71,247.12,306.25,157.46,24.15,184.57,39.17,101.54,276.95,24.26,133.5,23.94
196505,58.21,206.79,233.69,124.32,306.43,68.64,42.89,105.17,388.91,43.96,-99.99,152.81,555.02,449.28,16.25,60.65,90.23,19.11,223.85,108.71,118.11,84.7,670.13,137.72,119.32,198.22,43.77,111.57,138.43,729.9,464.22,1998.53,26.71,65.83,935.96,-99.99,125.05,50.27,256.82,313.3,158.88,25.54,197.24,41.88,105.12,283.45,25.76,136.47,30.32
196506,56.78,205.71,231.09,123.33,298.74,71.22,42.35,105.36,386.63,44.22,-99.99,152.58,545.61,449.59,15.87,59.66,89.21,18.56,220.66,101.26,115.03,85.07,636.3,139.03,113.19,195.01,41.41,109.49,134.38,738.68,458.22,2041.09,24.79,65.01,929.41,-99.99,128.16,51.46,255.89,305.35,159.6,25.23,197.38,40.52,103.38,270.45,24.92,133,29.62
196507,43.13,195.1,226.75,156.89,268.62,62.52,36.39,98.26,346.5,39.5,-99.99,136.6,526.55,397.06,14.05,55.16,82.53,15.39,205.3,95.15,101.78,76.3,580.81,130.02,105.31,169.39,41.2,95.4,124.51,715.91,437.21,1781.35,23.36,52.22,817.68,32.1,118.14,46.17,211.93,272.24,142.74,21.24,176.09,34.9,116.02,205.34,22.64,121.95,25.73
196508,46.02,197.31,227.97,156.19,273.31,67.18,37.07,102.38,364.01,40.35,-99.99,148.48,544.26,397.21,14.44,56.69,82.84,16.37,211.66,96.24,103.25,81.15,589.91,143.32,109.34,186.44,44.55,102.68,126.79,735.37,440.86,1774.73,23.82,54,847.91,31.7,121.18,48.85,212.41,269.58,148.86,22.36,173.74,35.34,118.41,205.26,23,122.38,26.43
196509,49.73,199.69,233.34,161.53,296.67,73.1,37.71,110.12,391.28,43.31,-99.99,160.27,575.56,401.39,15.29,59.83,84.48,17.5,218.16,102.77,108.64,86.14,601.76,145.96,112.33,195.58,45.25,105.88,130.42,741.36,443.39,1787.09,25.49,55.58,888.36,29.49,130.28,55.32,215.33,278,158.02,23.46,180.69,37.1,125.53,226.86,23.59,127.73,27.64
196510,49.91,202.13,232.63,160.31,288.19,83.06,39.99,112.7,423.28,44.08,-99.99,174.25,583.85,416.81,15.72,62.74,86.21,18.27,222.23,105.58,115.04,90.46,630.82,163.89,115.49,203.9,42.79,107.79,130.49,773.96,448.41,1804.02,26.96,57.2,923.97,36.71,140.6,59.69,224.24,294.05,162.6,25.52,179.52,38.6,123.58,219.79,25.82,129.1,28.06
196511,52.34,203.99,233.57,163.98,300.92,94.51,42.26,120.05,441.29,45.95,-99.99,174.11,604.37,428.65,16.25,65.94,89.66,20.65,233.75,112.72,121.71,95.46,670.52,177.98,120.25,205.37,43.52,113.1,150.67,785.19,452.1,1763.02,29.02,59.19,966.78,36.11,150.23,61.69,226.29,307.03,172.73,26.4,179.52,40.6,121.56,219.54,27.31,120.45,30.5
196512,53.87,205.14,238.56,164.97,284.01,109.55,44.9,134.07,444.19,46.87,-99.99,181.78,623.63,423.49,16.61,70.67,89.4,24.43,221.58,115.47,129.03,103,628.27,208.04,123.89,228.73,42.65,115.97,148.89,784.53,445.9,1674.72,31.16,60.55,964.68,31.5,160.07,68.58,222.53,321.84,184.17,27.85,180.8,41.38,120.13,222.09,28.41,122.88,33.48
196601,62.77,204.73,248,183.22,280.76,111.22,49.52,139.19,462.85,47.71,-99.99,187.41,669.13,438.65,17.83,71.74,91.17,26.01,239.34,117.82,131.17,102.54,635.17,199.78,132.73,214.89,42.67,127.98,149.59,787.41,443.41,1657.87,33.2,64.82,937.41,40.93,161.34,71.66,228.08,325.15,189.01,26.69,182.76,44.45,120.48,245.26,29.5,124.22,35.04
196602,67.82,207.78,245.74,185.31,288.92,129.7,50.1,141.8,477.74,50.31,-99.99,197.6,684.47,441,18.71,77.66,94.23,27.89,250.07,112.78,135.68,106.57,646.26,220.39,137.2,221.13,48.28,143.23,151.14,795.02,429.05,1636.33,34.37,66.16,929.69,33.5,168.18,74.78,243.64,331.93,204.43,28.57,172.84,45.82,119.05,243.88,30.91,129.85,36.99
196603,72.87,206.46,236.28,179.38,279.42,140.84,51.65,144.2,479.86,51.72,-99.99,203.62,667.91,430.49,20.93,77.75,93.15,27.04,243.68,105.98,134.3,107.6,631.38,219.36,133.11,213.13,48.81,158.21,151.07,761.27,409.58,1632.2,33.86,66.41,982.17,35.31,175,79.01,241.35,329.18,210.51,29.11,169.7,45.09,114.14,237.35,32.49,127.7,37.21
196604,69.88,198.18,243.12,171.17,269.29,147.65,50.19,145.31,490.96,50.92,-99.99,197.87,657.43,410.38,20.65,74.1,90.09,26.4,237.63,100.11,132.83,108.31,597.27,224.31,125.31,204.08,47.79,150.75,150.46,750.86,407.67,1550.03,34.74,66.52,983.35,31.7,169.3,78.96,228.96,320.97,207.61,28.23,166.63,46.39,108.56,226.94,32.04,121.99,36.48
196605,71.34,199.27,229.84,176.44,266.4,160.87,52.7,158.87,517.53,52.23,-99.99,207.88,652.64,411.58,22.05,74.49,91.46,26.9,244.41,106.74,134.08,112.55,588.27,232.8,125.72,231.27,48.38,155.92,151.74,781.78,411.44,1569.69,37.81,66.53,1055.4,35.11,185.28,84.07,236.07,345.94,216.73,31.65,170.48,51.3,108.54,235.64,32.79,125.17,37.3
196606,64.04,191.73,225.64,164.71,253.1,139.48,46.33,151.56,491.81,48.84,-99.99,191.96,617.96,390.62,19.28,67.79,86.04,23.11,223.41,96.33,125.85,102.35,540.94,212.6,120.08,212.85,55.35,136.74,147.29,754.23,398.57,1509.87,31.9,61.03,1013.69,29.69,167.02,74.39,218.99,340.82,195.23,28.93,165.62,48.96,106.85,220.84,29.36,119.72,31.25
196607,68.53,180.85,214.31,147.57,245.62,126.16,46.32,149.69,504.24,46.9,-99.99,203.07,628.57,373.54,16.98,66.27,81.77,22.84,210.42,99.52,121.06,100.42,539.67,218.27,120.03,194.82,54.45,136.4,133.23,725.91,386.22,1483.27,32.02,57.52,997.09,28.49,160.31,83.5,212.77,312.98,203.44,28.25,152.52,47.04,104.12,219.88,29.62,114.86,28.45
196608,71.19,177.84,221.73,141.65,244.52,120.74,46.31,150,491.86,46,-99.99,193.92,619.84,369.11,16.27,62.71,80.54,21.33,201.79,103.3,117.35,95.09,541.47,200.82,116.57,182.28,59,133.5,137.53,727.85,384.5,1466.08,30.35,56.29,970.46,27.29,161.64,85.1,207.77,328.2,198.74,27.24,149.39,45.72,103.61,222.4,27.93,111.5,28.46
196609,62,166.05,209.88,131.25,228.57,120.61,40.42,136.55,450.23,40.65,-99.99,179.08,566.53,333.55,14.27,56.26,71.91,18.76,184.94,91.89,108.56,85.97,494.48,185.07,103.63,167.79,49,116.44,82.86,674.02,349.8,1386.62,26.51,52.06,910.61,23.07,151.92,80.83,196.07,306.54,170.86,24.22,139.9,40.98,93.52,210.33,25.02,100,24.02
196610,59.58,163.33,209.09,126.01,228.76,101.61,38.07,137.88,436.94,39.77,-99.99,174.92,560.47,308.83,14.01,52.26,70.07,18.28,180.33,90.58,102.99,86.32,498.92,184.74,97.04,159.02,48.33,112.57,92.2,700.56,363.89,1376.14,25.77,50.57,898.08,20.26,147.8,77.64,187.77,310.7,166.7,23.53,138.28,37.11,95.09,221.71,24.92,96.99,22.29
196611,59.95,176.46,227.55,131.4,244.4,88.67,42.12,135.88,459.17,38.63,-99.99,182.8,587.55,318.34,13.88,48.94,71.01,17.63,192.49,87.92,105.69,88.27,504.38,177.7,105.97,157.14,42.98,116.66,90.52,760.07,399.05,1502.4,27.81,49.52,909.55,14.24,147.28,74.38,195.59,306.69,165.17,23.47,136.71,35.61,105.68,250.57,24.89,106.21,22.02
196612,68.01,180.29,238.72,139.66,231.79,90.36,46.88,148.56,497.52,40.1,-99.99,193.33,625.2,314.12,14.91,48.28,73.54,21.16,189.55,88.36,106.64,96.56,462.12,210.45,98.41,166.23,45.62,128.36,96.04,743.52,391.76,1447.77,28.35,53.23,1029.03,14.04,155.56,83.26,195.67,309.76,183.36,25.42,137.2,36.36,111.01,252.88,26.12,108.76,21.38
196701,62.53,177.54,243.87,145.77,227.86,83.99,47.22,153.29,490.35,39.66,-99.99,198.6,621.46,320.24,15.21,49.36,75.51,22.08,195.55,98.44,107.07,93.8,465.68,213.85,100.04,189.06,47.28,130.43,102.53,737.81,398.7,1487.84,29.29,54.42,1032.11,23.27,155.62,84.54,196.42,306.61,186.12,25.66,130.43,38.33,119.6,253.45,25.48,113.17,22.26
196702,67.42,190.94,259.87,159.89,265.28,101.06,54.11,170.63,520.16,44.06,-99.99,222.94,655.59,362.96,17.62,55.53,87.08,26.55,225.67,103.78,121.39,108.47,528.29,236.32,113.01,193.97,51.2,148.29,109.54,761.75,408.96,1580.61,34.04,64.1,1114.2,28.89,175.84,96.92,215.48,331.24,210.98,29.91,145,44.15,133.78,256.09,28.87,123.84,26.51
196703,63.03,191.51,271.87,165.21,253.48,101.5,55.72,179.29,542.96,45.47,-99.99,235.42,657.78,358.24,19.23,57.48,89.42,27.54,216.14,108.51,118.88,113.46,517.62,242.25,110.49,201.77,50.83,144.88,112.94,763.72,400.32,1602.09,35.98,64.21,1202.72,26.48,182.37,101.79,212.02,337.26,207.43,33.25,149.24,46.71,130.35,249.14,30.06,127.53,27.26
196704,60,197.97,280.82,178.25,265.56,96.28,61.69,203.29,563.24,47.17,-99.99,255.46,708.22,371.34,20.24,58.24,96.67,33.07,226.95,127.88,131.73,118.3,545.08,259.06,118.66,203.79,50.98,151.98,123.42,789.97,405.16,1646.78,35.63,68.56,1268.7,29.49,192.08,106.07,225.91,361.32,215.83,34.57,151.96,53.77,131.21,239.28,31.62,131.31,29.04
196705,59.95,203.94,301.51,189,274.8,108.33,62.15,215.33,596.8,48.57,-99.99,272.19,736.87,396.68,21.41,62.25,100.24,33.95,234.2,149.58,137.34,126.7,596.21,273,119.21,202.07,51.05,162.24,130.51,802.64,411.74,1704.85,24.16,72.73,1379.47,35.71,204.88,115.5,242.21,355.53,217.17,34.08,166.56,57.26,131.6,237.35,32.69,131.31,30.65
196706,60.72,198.48,296.94,178.25,251.12,96.61,62.29,207.25,569.66,48.53,-99.99,261.19,693.5,377.46,21.62,60.59,94.19,34.65,227.75,132.26,133.92,123.23,560.49,274.27,118.18,200.24,57.49,160.73,129.84,776.1,392.98,1595.64,23.21,71.15,1324.66,33.5,189.93,113.36,237.22,350.63,211.45,35.17,156.85,58.15,123.24,231.51,37.5,128.07,31.06
196707,67.07,205.2,320.52,187.67,270.67,97.57,67,198.06,548.55,51.88,-99.99,264.25,741.57,356.31,24.21,62.55,98.58,37.03,212.93,120.02,133.89,134.85,561.41,314.19,124.77,210.67,60.72,176.04,137.99,787.21,384.26,1616,26.77,77.09,1299.02,36.51,192.62,110.86,230.22,325.46,212.89,35.38,157.14,70.73,124.9,243.21,39.32,137.76,32.14
196708,75.99,218.98,328.81,192.51,293.21,107.62,69.72,205.64,583.57,54.36,-99.99,269.81,771.31,371.06,25.88,68.83,105.76,38.3,229.33,122.93,142.67,146.18,611.8,328.01,126.76,227.55,63.42,203.23,142.27,850.42,392.18,1509.68,30.65,81.2,1341.16,34.11,201.99,118.12,240.35,343.17,228.08,37.25,166.58,71.89,141.52,236.93,42.37,151.51,37.69
196709,69.55,217.73,310.36,192.83,276.22,110.29,70.88,204.13,587.31,57.15,-99.99,278.39,769.97,370.4,25.97,70.19,108.95,39.87,233.17,125.01,143.16,149.68,611.84,322.91,130.18,203.58,59.1,196.14,142.95,830.78,387.87,1478.64,28.85,82.94,1376.71,33.3,199.11,112.78,247.37,333.93,221.65,32.74,166.83,71.6,148.08,238.11,27.6,155.9,37.84
196710,73.14,222.61,317.35,189.25,270.54,116.1,75.62,207.88,606.11,62.41,-99.99,294.02,788.13,390.72,28.19,77.53,112.12,42.25,233.47,124.21,151.64,158.32,643.97,313.62,127.38,212.19,61.65,209.36,149.61,861.03,386.28,1612.6,31.93,88.55,1574.79,44.94,208.34,119.93,249.12,348.83,212.86,34.87,170.41,77.62,150.56,241.25,29.46,147.31,39.16
196711,71.01,212.9,314.32,182.98,299.25,113.45,78.91,192.23,615.19,63.86,-99.99,291.43,742.07,364.88,27.86,74.94,106.93,40.01,209.88,111.95,142.54,153.61,615.02,300.69,123.22,193.02,60.42,194.09,149.11,851.04,364.22,1623.41,32.48,91.39,1695.83,54.97,209.55,118.82,231.81,336.41,192.64,34.68,172.14,85.2,142.57,225.87,31.09,142.24,38.5
196712,68.38,208.91,336.22,180.97,280.38,107.37,77.26,199.62,635.46,63.1,-99.99,321.11,747.48,356.25,27.21,74.18,104.86,41.65,211.55,116.72,141.56,154.75,611.79,308.27,118.69,189.88,66.34,193.96,144.57,857.16,374,1609.62,34.24,91.22,1813.64,62.39,203.55,117.77,225.78,339.35,191.42,34.75,173.42,91.65,138.9,207.92,30.24,143.28,36.33
196801,71.54,220.97,330.06,179.6,312.81,108.13,83.22,196.58,648.24,67.59,-99.99,340.87,769.92,380.43,30.34,75.34,111.7,46.23,221.38,119.74,148.56,162.64,646.23,320.9,127.88,189.95,74.07,202.43,153.51,882.91,388.53,1680.17,39.64,105.74,1929.17,68.21,202.92,115.62,252.03,353.41,195.14,38.81,177.99,102.68,147.43,227.33,35.36,154.61,39.46
196802,67.74,219.72,321.35,177.8,312.62,105.14,82,190.37,580.8,68.03,-99.99,321.57,717.2,362.64,31.18,76.9,112.14,46.19,212.56,115.13,142.94,148.01,617.01,282.07,126.15,185.56,78.12,192.61,157.05,871.59,387.91,1725.04,39.1,102.28,1758.42,48.55,187.92,101.93,247.65,334.85,177.19,39.51,180.92,95.67,155.24,232.45,35.45,155.37,38.43
196803,59.05,212.87,337.99,174.47,338.56,103,72.32,180.49,562.6,64.17,-99.99,304.43,685.58,345.25,27.99,75.13,107.63,42.34,201.83,106.96,134.36,140.64,592.81,270.99,119.92,173.37,93.18,183.26,146.03,843.85,380.45,1667.68,35.71,95.1,1702.8,37.92,173.25,94.61,232.41,322.6,172.7,34.46,180.41,88.46,156.27,216.85,32.32,147.82,35.57
196804,58.15,209.93,351.97,177.79,332.11,107.76,76.23,184.01,581.97,62.28,-99.99,305.05,685.29,342.78,27.11,75.47,107.92,41.13,200.17,106.37,133.66,139.14,590.7,272.44,121.88,174.29,83,185.64,99.96,849.49,358.62,1645.41,33.02,95.85,1797.62,36.91,174.54,101.09,241.87,327.4,173.65,33.79,187.18,90.37,158.37,216.21,33.56,147.89,34.94
196805,61.98,232.01,388.46,187.48,350.53,126.58,93.23,221.58,646.27,71.33,-99.99,329.27,771.7,369.37,32.33,86.18,124.13,46.45,215.4,116.54,150.55,162.55,656.67,301.19,134.91,195.42,88.65,197.73,112.85,895.63,365.94,1681.83,41.9,111.06,2012.64,46.95,197.66,113.46,277.24,373.41,193.88,39.28,208.98,106.91,173.45,231.38,40.15,167.21,41.97
196806,62.17,248.83,424.66,193.98,348.36,134.12,99.27,230.97,659.4,76.09,-99.99,354.53,787.96,370.03,34.01,93,129.85,53.89,226.17,120.58,156.09,164.11,655.4,311.53,134.06,206.3,97.3,204.06,125.22,928.26,365.95,1653.89,47.53,113.63,2114.7,44.14,195.15,120.29,282.94,414.64,205.86,44.04,213.91,121.55,188.55,262.73,42.95,175.5,45.69
196807,67.78,249.74,458.53,219.62,365.51,121.81,102.32,224.6,614.08,75.32,-99.99,303.77,791.81,357.07,41.99,88.8,123.92,82.85,221.67,112.82,155.41,147.3,612.97,299.23,133.62,198.56,95.78,203.57,126.95,939.94,392.16,1542.09,62.26,105.93,1967.79,38.12,186.3,117.07,312.54,379.85,211.79,56.59,206.44,132.05,206.18,317.7,50.17,189.8,46.1
196808,67.63,239.73,431.64,220.95,360.46,116.02,99.12,208.77,587.6,72.91,-99.99,290.34,759.29,352.77,39.62,85.3,124.5,77.43,206.86,101.83,149.44,141.78,597.52,278.53,127.3,187.04,87.62,190.98,124.14,988.35,391.64,1538.93,59.4,100.5,1870.94,36.92,172.38,111.78,315.53,362.43,203.87,51.75,195.85,123.3,199.84,300.06,50.84,187.22,44.73
196809,66.91,241.62,451.07,237.35,344.9,118.43,107.33,208.47,599.09,77.08,-99.99,286.53,763.8,360,39.48,92.39,134.33,79.86,208.28,99.63,155.33,143.46,602.87,278.86,130.56,209.9,90,169.48,122.27,994.71,386.53,1543.21,63.42,99.29,1855,33.3,179.15,114.97,340.82,378.14,205.64,51.7,199.75,130.7,205.26,221.93,55.36,194.56,44.45
196810,73.38,254.79,444.78,248.12,364.17,131.53,123.6,218.7,616.92,79.82,-99.99,285.15,771.98,384.53,41.89,99.13,140.47,86.06,228.13,100.67,165.52,149.72,643.55,283.55,138.11,233.03,90.69,177.47,130.85,1030.46,386.21,1587.37,70.83,110.53,1880.03,36.92,189.29,124.59,364.22,385.38,229.06,56.09,217.32,140.94,220.14,278.97,62.8,205.72,38.89
196811,77.27,257.03,448.58,235.43,369.86,130.96,122.37,224.22,627.4,80.84,-99.99,281.66,772.82,397.73,42.37,100.96,137.65,85.98,234.34,99.63,167.67,147.9,667.84,278.06,138.63,226.45,88.99,176.08,124.09,1054.09,386.76,1637.63,72.16,111.13,1748.35,34.11,187,129.43,391.74,398.94,228.8,58.17,220.35,150.2,225.61,274.82,64.09,214.53,36.09
196812,82.05,270.77,469.19,247.01,364.4,138.02,130.97,225.42,669.63,85.6,-99.99,312.99,827.88,414.22,45.1,107.19,146.32,90.4,248.78,103.85,177.06,155.04,647.07,297.41,153.93,259.94,97.45,198.79,135.66,1119.27,419,1712.04,70.11,120.14,1911.97,33.1,199.04,142.4,425.52,425.51,246.02,64.5,229.53,164.29,231.83,275.99,72.6,235.43,38.46
196901,80.79,266.44,455.98,244.84,401.39,132.63,125.09,214.16,621.78,84.4,-99.99,324.12,810.57,402.76,46.25,103.32,143.8,86.24,252.91,102.98,173.5,148.04,620.74,287.26,156.39,249.16,102.85,202.58,135.88,1089.95,405.49,1594.77,68.41,114.44,1792.99,31.3,190.79,137.22,420.78,406.88,237.63,65.86,220.62,166.41,217.52,272.17,73.4,223.34,43.16
196902,84.94,266.9,455.28,243.51,415.59,130.69,124.16,202.32,621.91,83.67,-99.99,320.38,809.64,399.22,44.01,98.73,142.33,86.04,263.36,100.19,172.32,147.36,615.27,278.96,150.82,240.61,103.9,194.38,136.97,1075.71,414.19,1613.34,64.67,117.85,1702.65,30.5,181.55,140.59,417.3,396.01,244,64.69,218.71,164.38,218.08,261.6,68.56,223.61,48.52
196903,76.92,250.67,432.23,230.58,372.44,124.26,114.7,189,591.26,75.44,-99.99,310.81,761.33,374.74,39.62,90.5,134.34,78.01,239.42,92.87,161,140.99,594.18,257.78,137.15,218.75,98.41,178.61,126.9,1011.58,390.77,1544.6,60.26,107.35,1670.99,26.48,169.37,129.92,400.91,375.12,227.59,55.78,213.12,145.05,202.96,236.01,59.58,202.86,40.37
196904,81.62,257.04,447.24,233.65,365.5,128.87,109.59,196.37,603.87,75.84,-99.99,335.48,778.39,377.59,39.48,88.65,139.99,82.18,245.86,92.57,165.26,145.85,623.1,252.48,141.24,224.69,101.1,174.33,119.18,1084.13,384.4,1588.79,56.23,113.38,1793.15,26.88,173.28,134.11,441.65,400.02,220.43,57.42,225.12,149.81,210.49,218.45,64.97,211.81,41.08
196905,77.38,262.88,455.35,236.1,357.83,137.57,114.35,196.04,633.77,74.71,-99.99,351.18,816.71,372.85,39.14,88.23,143.25,83.19,245.66,87.09,165.49,144.56,621.21,243.92,131.6,225.87,104.3,174.9,106.52,1079.2,388.17,1711.62,52.57,116.19,1924.56,23.47,178.83,133.47,466.08,407.02,208.92,59.69,234.87,159.89,218.07,222.31,73.68,212.21,39.61
196906,75.4,265.84,465.45,242.43,360.37,133.72,108.38,199.46,633.64,74.22,-99.99,356.53,827.65,368.89,39.9,88.83,142.98,86.47,236.9,84.03,163.91,145.32,624.46,222.8,132.96,218.13,108.06,175.86,106.89,1110.66,386.5,1715.59,48.51,114.69,1874.15,24.88,177.34,137.26,449,416.63,203.02,56.72,236.27,165.16,207.96,220.94,74.74,216.65,40.68
196907,58.72,260.26,438.72,200.22,339.62,109.96,92.29,187.65,558.01,65.3,85.37,362.8,736.79,336.71,38.4,79.23,131.15,93.69,207.44,75.15,150.86,141.37,559.98,182.81,119.79,191.24,101.86,168.04,97.32,999.67,359.17,1553.3,46.63,102.32,1637.25,21.47,157.2,121.78,391.53,338.9,187.43,54.73,210.75,160.04,248.48,413.62,68.67,242.25,34.2
196908,53.49,241.69,423.18,195.83,323.08,101.3,82.88,166.87,538.48,57.4,83.74,362.81,711.29,325.21,33.89,74.11,122.1,84.71,193.72,67.46,141.04,129.27,520.73,158.86,109.41,173.19,80.59,157.42,102.47,900.81,347.21,1483.46,41.55,95.24,1556.54,15.85,148.24,115.54,384.58,327.89,163.81,49,193.2,144.06,231.63,370.58,59.9,219.92,29.06
196909,55.69,251.86,445.86,208.21,332.39,107.63,92.46,182.65,563.05,59.08,96.26,411.75,767.02,333.71,35.6,76.99,132,91.93,193.26,69.64,144.71,134.73,529.11,166.32,118.66,172.49,88.64,167.76,107.37,953.82,341.05,1492.93,42.43,97.88,1672.43,18.46,155.57,121.17,403.01,346.65,171.89,52.02,209.42,156.96,260.87,415.05,68.86,238.72,31.5
196910,56.57,249.72,467.27,203.97,345.54,109.71,92.9,181.31,559.27,57.37,101.19,419.96,782.26,315.01,35.78,74.4,127.02,89.69,190.96,66.79,141.15,132.2,525.97,156.82,118.61,166.21,93.05,169.34,106.73,860.6,325.56,1431.61,43.89,99.83,1668.8,16.25,159.02,123.95,395.8,350.85,168.93,52.03,207.7,154.61,251.76,443.82,66.22,232.22,29.3
